reviewText,overall,trend
worked fine never clogged anything like since float find difficult work suppose could superglue penny bottom something similar others mentioned id rather pay another get one heavy one size perfect though really hoping could make work stopped using annoying floating,3,0
looking something go tank fill bubble put six gallon round tank work wonderful sits decoration fill bubble come hole roof building bottom great way get bubble tank,5,1
stone big make many big bubble used week try something else,2,0
put fish tank great bubble far problem stay floor tank tried weighing using extra connection tubing gravel still want float also tried reducing air flow almost nothing work either ended wedging behind large intake tube keep floating top tank like bubble dont like fact stay bottom gravel bed,2,0
purchased gallon aquarium work well provide plenty bubble aquarium give wonderful look yet provides great function,5,1
great little bubbler say dont follow instruction soak hour hooking deserve work properly blowing much air tone bit gang valve two hooked air pump gallon tank amazing show sure fish love tank cleared handgreat purchase take time follow instruction fine air bubbler tankyes float bit prepared cover substrate completely covered two still bubble like sitting top substrate,5,1
got lousy product huge bubble three location piece junk whatever happened mist bubble like wanted bought much cheaper airstone really delivered good im going keep bubble disk emergency ornament mean anything wouldnt recommend product anyone,1,0
large bubble disk need large pump drive use circulate water food coral fern mat baby fish hide,3,0
thing pretty cheap shocking first time tried pull one tube brokeshattered ended cutting tube putting new one work well break apart due tubing tightness,4,1
youre probably looking product looking good cheap air stone well definitely cheap reservation saw much green sand loose packaging blister continued crumble flake put tubing pull tubing one make length adjustment plastic nipple popped right stone repairablethe one break work bubble much larger stone hog air denser air stone going plug multiple item airline use disproportionate amount airthe price cheap quality equally definitely suggest looking elsewhere,2,0
bubble bigin addition stone break easily tried remove broke gentlehuge disappointment would buy anymore,1,0
plenty bubble far seem working fine liked didnt need soaked water time hooked work right package fine mine give nice mix bubble seem aerate tank fine,5,1
got kid tern gallon tankworks though cheaper big box store thee hell,3,0
person say air stone work make nice small bubble fish happy,5,1
got simple little glass bowl seems work fine bottom white portion filter turned yellowish day seems work fine im sure worry yellowing filter one fish bowl seems fine think bubble little noisy adjusted lowering air flow update post anything big change within next couple week thanks,4,1
used filter betta bowl small tank many year perfect bettas dontnecessarily run time since betta fish like calm water hour per day job pull thedirty filter pop clean one rinse water first last week clean bowl ortank take filter holder clean dont buy whole assembly time thecartridges,5,1
use small turtle tank work great replacement filteres looking great price,5,1
small cheap simple little filter hooked quiet pump one come package deal isnt nice plan modifying modify well order cycle tank get beneficial wasteeating bacteria help get rid ammonia killer fish keep filter running month without changing cartridge wasteeating bacteria established month soon change cartridge cycle start leaving deadly ammonia level course layman term read cycling aquarium virtually necessity keeping fish alive also enables go substantially longer water change since toxin dont build quicklyanyway problem filter change cartridge month tank never cycled even space le often putting fish monthlong danger every time change cartridge however believe solution cutting plastic top cartridge change carbon bulk carbon filter medium bag put change carbon leave sponge alternately may buy cuttofit sponge two sponge filter alternate sponge change every couple week way always older sponge filter bacteria sponge provides bacteria new sponge week old sponge changed,3,0
found little pet store berlin market new jersey pet store sell worked well toad tank couldnt get back little store decided see amazon happy,5,1
read review orderingupon opening package found filter cartridge set even remotely resemble ordered one picture instead received carbonfloss filter cartridge tube like small someone mix could picked filter store need repackage item go post office store anyway going order bad service,1,0
bought thinking would great kinda hooked sounded like someone making soup bubble pretty loud male betta didnt like water movement took carbon stuff put one tetra filter noise made p rinse cartridge well cold water wise cloud tank carbon,3,0
bought slightly underpowered powerhead get flow tank turned perfect gal loud id say unless tank producing small waterfall filter id say probably would create slight noise looking absolute zero noise pollution dont put anything tank reallyit come hang back clamp also suction cup nice option creates ton bubble none depending adjustment made external knob sits outside tank ease accessibilityif smaller fish may get sucked inlet thats case suggest attachment filter,5,1
really difficult get setting speedintensity water exact personal want seem get mine either blast fish water kinda sputter every second uneven current kinda hard halfbeak fry needwant current theyre growing imagine powerheads might easier set one pretty difficult,3,0
purchased pair provide surface agitation circulation long aquarium got needed without much current tiny shel dweller great product would recommend anyone,5,1
really like aquaclear powerhead use filter attachment keep water crystal clear small particle picked filter inside tube attachment week filter need changed pick stuff regular filter miss powerhead also put bubble think bubble add oxygen water help keep fish healthier gallon aquarium use two aquaclear filter hang side plus aquaclear powerhead attachment live country use well water high mineral put polyfilters inside aquaclear filter hang side combination filter keep tank clean month time clean,5,1
quiet operstion easy install adjustable water flow great feature price le local pet store tax potential negative feature larger tank thicker frame use suction cup hold place time cup fail would preferred hanger fit thicker frame tank would recoommend product,4,1
got gallon actually blow hard stir plant like crazy turn lowest setting,5,1
water pump creates current fish like use small fish unless want make fish meal filter attachment item useless please see separate review item item related,3,0
powerful option move water gallon fresh problem filter attachment work awesome buy easy clean sand tank come suction cup top attachment,5,1
purchased item primarily aerate aquarium also wanted water movement distribute heat evenly im happy product think well worth money product bit confusing put together since instruction dont come written format show picture want insight powerhead also want see put together watch video,4,1
run two gallon tank xp filter price great seen store dollers ive never problem power head,5,1
received powerhead time opened box powerhead much smaller thoughti already powerhead gallon bow front tank fluval fx filter powerhead really doesnt much large tank still put tank move water around purchasing another soon,3,0
get model shown picture easytofind green power adjustment located midpowerhead aware functionality flow rate etc may may get slightly older model plus side model black piece disappears easily without yellow green piecesthis item work great much better penguin version previously impeller started making horrible noise week using use co injectordisperser put tiny little bubble creates nice gentle current adjustable flow rate great dont blast plant water also like flex tubing intake slightly oval shaped meaning airline difficult put doesnt fall constantlythe deflector piece bit flimsy adjustableaimable penguin point penguin allowed adjust left right without turning bottom piece switch adjust flow rate located bottom head bit pain get like constantly adjust flow rate really necessary would great powerhead locked suction cup attachment rather slide cleaning tank accidentally knocked powerhead fallen bottom,4,1
always aquaclear great product last year favorite product get job done,5,1
took little bit time figure ou put noisy fun lisening water pump problem good price beat,4,1
nice powerhead using undergravel filter gal tank quiet airtube venturi wasnt bubble let come wouldnt hear submerged,5,1
powerhead work extremely well extremely quiet made italy workmanship material excellent flow reversible adjusted venturi valve aerate water well come two attachment attach side attach top edgei got gallon tank flow powerful dial im going split flow put diffuser flow strongas far noise go absolutely noiseless without venturi connect make noise air bubble create noise already air bubbler didnt use functionoverall satisfied quality price,5,1
work considering price noisy bought much cheaper one quieter,1,0
use gallon saltwater tank creates enough flow whole tank dislike bubble produce reduce amount air intake using air adjuster valve may get couple bubble lowest setting virtually none also adjust power powerhead sure would fair gallon tank bigger stated perfect gallon saltwater tank quiet job star,5,1
made mistake going large capacity work good seem suck gravel past grate eventually get clogged also red adjustment reverse flow requires dismantling pump remove red insert get arm move back full suctionother negative pump great would buy smaller sizevent tube absorbed water turned white shrunk within month fresh water mount design excellent strong input funnel good range adjustment,4,1
ive aquarium enthusiast year like many used tried use air pump help provide extra action tank last brand make supposedly quiet premium air pump make loud impossible room abandoned use completely became curious power head aquarium totally transforms tank much fun environment fish current add huge amount extra air water adjust air flow way zero want make silent like quiet tank keep mine full bore air running isnt really loud crack see previously passive fish become active begin body surfing current aquarium remember larger tank city aquarium brisk movement tank like overwhelm fish love air water flow intensity adjustable totally transforms tank something fun fish fascinating viewer highly recommended oh saw nice gal bought another one gal whole new experience,5,1
rate product highly iseasy assemble use enjoy adjustable flow rate directional flow well problem seem getting fit snugly undergravel filter uptake tube brand seemed fit easily snugly otherwise highly recommend product,5,1
thing really move water use along quick filter water dragon enclosure submerged mounted horizontally spray stream water drive humidity love,5,1
great power head powerful adjustable used quick filter attachment clear cloudy tank within hour used quick filter hooked hydro v sponge filter better bio filtration,5,1
worked good gallon tank year two cord area going unit plastic covering rub break didnt realize first got slight charge everytime put hand water terrible similar strong static charge dont like getting zapped loli rarely moved got place im sure plastic covering exposed wire,1,0
bought didnt want buy air pump deal tube going everywhere love added airation feature work great conjunction fluval filter system mention im treating ich right airation help lotsince put one tank current take long time fish rid ich take le week,5,1
long pulling hydro sponge filterwith setup perfect flow aquarium im gonna go ahead stereotypical amazon reviewer though one minor complaint even though product work perfectly thought adjustable powerhead would browser range adjustability guess thought range would like slow flow way blast much narrower range also first adjustable powerhead ive ever bought hell know anyway,4,1
worked like charm aquaclear filter pipe careful though flexible metal structure quite flimsy,4,1
finally put brush test worked beautifully used clean green tubing plus intake outtake tube eheim filter problem bend force needed inch length able clean pretty much whole tubing flip thought get side would highly recommend product,5,1
good sturdy pipe brush definitely clean intake pipe well pass good getting pipe curve unless rounded mine degree angle buy another one flexible,4,1
really get crap tubing brush could stand b bit le soft flex well get thru tubing trying get coralline effective unless soak whatever strong vinegar bath good first take bit scrubbing algae also brush come also inside protein skimmerluckily could get tweezer hole pull got screwed back tight dont trust muchto trouble wthe brush coming u twist back wire tubing go right back tighten really hard itll stay ive done came fine still need b bit le wimpy brush though,2,0
bought husband clean fish turtle tank love fit small curved tube filter looked pet store place found online give star,5,1
brush curve pipe canister filterit act like snakenow dont brake brushesgotta try itbrushes sturdy enough dont use like apebe gentleits clean area normally wont reach normal brush,5,1
one piece filter could never get bugged like crazy thing get anywhere glad pulled trigger,5,1
like another reviewer brush broke within first minute use got hung little snag barely pulled whole brush head popped right broke right inside canister filter hose pain get shame handle thing great,2,0
work great tank filter easy cut size,5,1
dont waste money purchasing ready made prefilter medium specific mtgs instead buy large piece like cut fit filter work great save money,5,1
good material use run regular carbon filter using treatment process requires carbon filter device marineland biowheel power filter penguin use old filter frame cut used filter material dumped old charcoal support frame press sized cut piece filter pad material,5,1
tried product far best ever cut fit different size filter without worry without much hassle durable collect lot debris product would let happy product,5,1
really going trap fine particle trap rest get large piece cut size need hold ton beneficial bacteria colonized great buy,5,1
sound like youre getting lot fact little square foot wanted point exactly get store work great filter catch ton stuff evidenced fact clean filter wring brown water filter spray gunk nozzle tend use filter one month sometimes depending worn look well still catching stuff also tend use many product like multiple layer bio filter mechanical filter bag carbon cleanser product doesnt work well month month water still stay clean,5,1
whats love youve using year already price good already placing order none brainer ive using pad cutting fit,5,1
im using refillable cartridge penguin filter working great far day cut fit nice think seems keep water nice clean plus stuff premade filter gotten thin cheap feel much nicer look like enough refill,5,1
get decent sized pad cut whatever shape need marineland make excellent quality filter pad,5,1
like use fish tank catch debris food get chance hit main filter cut size one roll last year use tank intake hose food get caught fish still chance eat dirty toss iti also use inside filter run regular pre filter need replace cut size use till good filter arrive mail,5,1
keep strip sump seed quarantine tank anytime need put fish also use cut piece stop bubble entering final chamber plenty us like algae cleaner,5,1
im sure might might better regular cartridge medium refill basket cause thesy fall short carbon,3,0
work ok floss put front biomedia replace couple time week however quilt batting work well cheaper get big roll craft store walmartthis product strong enough work biofilter grow beneficial bacteria cycled tank pad cut filter fell apart couple week accumulates waste shrink lost bb one tank ammonia spike cant say medium caused problem replaced another brand fluval foam pad im using lasted month leave fluval pad filter hold beneficial bacteria cut piece cheap quilt batting use floss front fluval pad catch waste replacing batting needed usually twice week roll quilt batting last month tankswhile product work ok floss found option work better economical,2,0
gal seaclear ii aquarium prefilters expensive find stock started using material work perfectly clean oxy clean water change reuse many time material much thicker factory seaclear prefilters well trap material buy confidence,5,1
product complies exactly promise many debris retained filter pad marineland product excellent recommend use product,5,1
use marineland cartridge medium refill fit penguin cartridge work well rinse water change every week,5,1
didnt want spend money buying replacement cartridge hob filter bought instead theyve lasted month far wash tank water every week dont use carbonbio medium,5,1
quality product advertised standard density pad found preassembled filter insert work well water polisher fine enough,3,0
llego fast time goodmarineland congratulate great year experience performance class material consider better product filter best good consistency big enough longi bought make penguin filter replacement simply cut paste box quickdrying glue obviously add activated carbon inside ready save lot easy practical simple fast recommend,5,1
thanks awesome product fast packaging handling shipping process good product kind filter must spared tank cabinet thanks,5,1
well made durable filter medium cut whatever shape would like install rinse come clean easily seems durable last long time time tell,5,1
fantastic filter material however recommend adding smaller micron material really want clean water make crystal clear stuff soo much better recommended cartridge found hang back filter great diy filter medium cut size cost effective,5,1
using sump depending size mine gallon going get sheet thisyay best worst material however look like cleaned reused time,3,0
lot material find work well grows great biofilter doesnt clog quickly hold,5,1
ordered multiple time allows put secondary filter inside bio wheel grey filtration cartridge also work well sump return pump catcheds bio waste really dont want tank add ammonia level good stuff great price ill back,5,1
awesome filter edina fine floss work well trapping even smallest debris keep tank clear,5,1
use pad along bio ring hob aquarium filter using type setup financially economical aquarium water stable highly recommend using floss pad,5,1
use wrap filterless pump pond product great job trapping dirt particle also easy clean reuse great used pond filter,5,1
perfect fit hot magnum clean reuse often clean carbon filter,5,1
want aquarium looking best friend family highly recommend using one polish water crystal clear perfection,5,1
great durable product durability allows take unit clean reclean replace buying whole new one,4,1
ask rinse soak bleach like new product work advertised using least year replace week ago used polisher month excellent product,5,1
inexpensive purchased amazon least replacement cartridge identical one came hot magnum aquarium filter lasted ten yearsgreat occasional water polishing suitable longterm continuous aquarium filtration ultra fine particle filtration capacity mean soon clog debris daysand greatly reduces filter flow requires overnight soaking bleach water solution followed second soak dechlorinator solution used againbe sure install filter cartridge blue right size foam filter sleeve help prefilter larger particle would contribute micron cartridge becoming clogged even sooner usual,5,1
two filter polish water diatom vortex magnum marinelandwith filter important note neither provide bacterial filtration used regular permanent basisthese filter work best used part aquarium maintenance regime simply want tank water look perfectly clearive used diatom filter year havent changed since theyre bit cumbersome set break result incredible diatom filter particle pathogen parasite one micron size filter planet actually filter ichthe magnum convert standard mechanical canister filter water polisher using micro marineland polishing canister however theyre limited filtering micron micron seen naked eye youll get polishing effect crystal clear claritythe diatom filter use diatomaceous earth de medium marinlands magnum us ultra fine micron mesha diatom fossilized micro organism million year ago tiny fossil pulverized extremely fine powderwhen powder attache filter bag diatim coat fine strain particulate matter one micron size removed water filtered de look amazingly crystal clear pristinein fact turn aeration look exactly like fish suspended mid air water crystal clearde remove algae bloom murky water hazy water new tank syndrome hoursthese cartridge cant really compete far end result looking something easier magnum may ticket result wont near dramaticyou recharge cartridge using bleach solution make sure rinse well soak water treated product like primethese easy use alternative complicated cumbersom use diatom vortex filter however diatom filter build quality trump flimsy magnum cartridge arrives box well packaged delivered quickly,3,0
cartridge good solid filter use marineland canister filter polish aquarium water well alternate filter filter medium canister act like regular filter marineland canister filter great easy set change filter bought extra micron cartridge medium canister make change faster extra micron filter im recharging one another put filter yes micron filter regenerated using chlorine water solution reusedi also use power filter biowheels result crystal clear gallon tank heavy fish load,5,1
really good cartridge polish water worked really well tank dirty rinse let soak overnight bleach water turn back brand new,5,1
using filter sleeve long ive marineland canister filter least year job designed wash reuse drawback used rinse stretch dont fit snug new never problem suction filter draw tight around carbon basket,5,1
got marineland mangnum redeared slider tired constantly clean tank researched got filter didnt want go another brand medium filter since kind came filter worked great found pack online local pet store didnt carry decently priced pack last long time maintain,5,1
cant say much becuase system take filter pad sleeve buy pad suppose surprise price gone recent year item recommend washing pad reuse begin fall apart best way take outside use strong stream water garden hose water wash also help plant grow better,4,1
marineland make nothing good quality stuff sure filter sleeve order sure,4,1
money pit magnus yes clean gallon tank royal painthis simply sleeve act particle filter,5,1
well quality used ive using magnum filter prob year clean purify marine tank amazon cheapest place get,4,1
love convenience prime make possible get delivered door price get store never waste time gas continually reorder accessory tank right amazon,5,1
bought new aquarium setting havent set yet look like exactly needed,4,1
supposed remove fish poo water easier get amazon especially prime going store single pack,5,1
easy install easy clean use filter turtle really pick gunk well,5,1
filter system best market foam sleeve part entire system reasonably inexpensive thanks,5,1
three pack hot foam sleeve description say price three amazon le single sleeve sell lf price must jacked due price shipping hawaii amazon prime supersaver shipping great way get foam sleeve cheap,5,1
ordered wrong size foam small cut use power filter thats happens order online every ant,5,1
usually wash rinse sleeve go fari keep hand always fresh replacement,5,1
great product durability sleeve allow clean recleaned replacing whole sleeve highly recommend,4,1
marineland filterswhat say youre reading know well canister filter work ran decade recently replaced one great value check amazoncom new magnum,5,1
filter filter one different job difference old gallon whisper filter filter bigger filter thus dual side one filled carbon beneficial help smell tank,5,1
easy change cheap one filter pad used biowheel hob filter complaint amazon prime cheaper going store,5,1
seem efficient filter cartridge problem im encountering figuring best size fish supplement use feeder filter cartridge dont get clogged quickly use two marineland biowheel power filter penguin one end gallon aquarium suction good however smallparticle food easily sucked intake tube,5,1
seems like there barely carbon buy material make better cheaper one google youtube diy aquarium filter something along line find instruction,3,0
use filter eclipse fish aquarium work well inexpensive easy replace filter possible con see need rinse filter first otherwise youll cloud carbon tank install filter overall good purchase,5,1
turtle like,5,1
nice put filter together dont leak enough problem long keep stored box also fit work well,4,1
dont know much talk cartridge biofilter work make fish sick dont actually know taht ever happened water quality fantastic im running brackish,5,1
extremely happy find cartridge use great price convenience also bonus,5,1
work great marineland filter well worth price facebook filter great clean tank often,5,1
needed filter badly water starting cloud cleared water within hour even family noticed,5,1
awesome product much cheaper local pet store charge use two filter filter gallon tank complaint,5,1
size fit one carried walmart higher quality cheaper find store pet store sale,5,1
ive gotten least package work great catch quite bit gunk change mine every two week gallon tank highly recommendedonly note combine order got black powder everything note adding ammoniasafe water need turn filter hour remove filter hour otherwise carbon neutralize,5,1
guess work ok remove alot debris changing every week ten day dawned could clean hose reuse,4,1
use time emp like rinse reuse even though hold quite time feel need handle delicately dont need charcoal tank wish came option charcoal otherwise flimsy feel charcoal content nice cartridge,4,1
took bit longer expected get week plenty hand hurry filter work fine,5,1
bought salt water filter work great cleaning water complaint enough charcoal cost effective usually change every two week say become expensive issue would suggest finding right size cartridge refillable,3,0
work clean tank wish lasted bit longer guess,5,1
marineland cartridge great using extra circulation filtration biowheel mini gallon tank help keep tank extra sparkling great price free shipping entirely pet,5,1
filter seems work quite well easy change put new one every day along regular cleaning water change seem keep aquarium balance fish healthy,5,1
great fit aquarium saved money use month gal tank,5,1
reason eclipse system use expensive clog fast bottom line eclipse system new unique one hood filter system however become expensive buy filter pad filter motor become noisy quits working time recommend everyone system modify hood keep using hood light filter system take hack saw cut away filter section back leave corner hood remove hood cover replace afterwards gain access filter section cover sliding hinge pin removal cutting away filter section room hang filter tank able use aqueon quietflow try others still look eclipse hood new efficient filter hiding,3,0
great product great price cant beat local store compare tank ready use tank,5,1
great filter use filter quite scraping clean washing sink one filter go month notice doesnt clean tank well plus buy amazon half price pet store cant go wrong,5,1
used gallon saltwater reef aquarium complaint worked well needed changed every month,4,1
last year great price come fast fit perfectly cant say much,5,1
multi pack solves big problem gallon tank change filter like every month running around local pet store trying find usually discovering stock didnt carry thanks amazon got pack great price cheap almost bought two solved big headache,5,1
received filter three pack purchased recommended tank kit recently purchased everything seems okay except one thing filter seem leak material inside filter didnt think big deal first saw six chamber filled black rock like material four chamber filled two chamber filled end filter problem end water first make contact filter well leaf filter water getting filtered much come taking care animal important cleaning done right way use look another brand fit tank purchase locally inspect buy,3,0
im huge fan penguin got since work well enough good way get easy enough install great price,4,1
work conjunction filter ordered keeping goldfish indoors long winter month michigan,5,1
expected cheaper store dont drive since live rural greatest plus,4,1
blue pad get clogged rather quickly penguin power filter filter wonderful little filter cartridge hand cartridge clog within week two established tank however rinse bit tank water water change help lot get month easily way feeling particularly adventurous even use marineland brand activated carbon refill bad boy take little touch pocket knife slice open top cartridge empty carbon refill reuse blue pad becomes damaged,3,0
use freshwater tank good done job must use emperor power filter systemthe price amazon best deal found net,5,1
pad penguin filter box priced pad local store far best price around came nice box storage,5,1
filter missized sometimes pretty ineffective however price beat product price,3,0
work great ive purchasing amazon around month found amazon cheapest place purchase filter especially compared local pet store like petsmart petco run filter two time rotating one switch every two three week needed found way removing filter help keep stability water put le stress fish filter contain good bacteria keep ammonia yet issue,5,1
searched web refill least expensive search fish tank need quantity,5,1
cartridge work great gallon marineland contour tank easy install pick debris throughout tank solid purchase,5,1
switched tetra penguin ago really appreciate allinone design im sure integrated plastic backing isnt great environment certainly miss rebuild filter medium every week pullout dropin sometimes ill spray gunk blue side use ive never problem water poking filter like others convenience appreciated,5,1
filter clean every two week replace semiannual every month also easy clean,5,1
job wish would last longer doi get week one,3,0
exactly described pack sold fraction cost store fit filter expected,4,1
used filter three year excellent aquarium filter locally paying close box saw advertised amazon brainer item quality better price would take advantage plus one filter active carbon inside cartridge recommend item anyone aquarium,5,1
hey filter cartridge buy store cheaper door interested though using refillable tray cutable filter pad ive purchased run cartridge give try,5,1
work well pump system easy clean maintain would highly recommend,4,1
like price worked well cut edge get fit filter area tankand bear cut bought thoughbecause price well work,3,0
want cartridge fit filter seem work better deal amazon buying store keep around,5,1
problem due shipping beware black carbon powder loose inside package love purchasing amazon saving instore price use gallon freshwater aquarium dual biowheel filter cant recall brand name much prefer w black plastic backing v without personal opinion hold better,5,1
easy buy marine supply waythey fit perfectly filter price great,5,1
think filter good use along filter creation bag activated charcoal zeolite floss biological sponge combination element filter medium review expensive shape perfect groove filter great deal mechanical work barrier incidentally remove must careful release plant material food debris back tanki know could make medium without activated charcoal inside unless willing sew would see personality include desire outsmart system deep unhappiness idea parting money must decide based knowledge personally quirk deal dont see reason spend money filter medium change every month,5,1
fit eclipse hood goldfish tank get dirty real quick fish last reasonable time easy place hood keep water nice cleari use old one frame cut filter material fill charcoal place cut fit filter pad used way goldfish since dirty got costly replace often use regular way loach cory tank excellent price themi stock amazon com,5,1
great deal retail petsmart nothing wrong last longas youd expect filter,5,1
buying year happy way perform price amazon cant beat looking good filter good price order fish thank,5,1
used year one happy contented customer fish vote fivestar,5,1
vast amount filtration medium use hob filter youll spend le time maintenance save money bangfor buck,1,0
much say filter cartridge fit place right work four definitely want make sure wash cartridge installing filter extra amount carbon powder sitting,5,1
theyre emperor hanging filter petsmart lf sell two pack dollar pop pack way go best bang buck brainer filter need e series size continue purchase need replacement,5,1
real time saver long remember replace regularly dont worry spike aquarium level several aquarium different typecombinations filter medium use penguin office fit perfect work great great price also,5,1
love filter though top line filter good job filtering tank gallon fish along proper care keep tank crystal clear,5,1
go big chain pet store compare price amazon blow water marineland biowheel filter best opinion also almost half priced amazon issue everything package covered carbon dust assuming nothing compared saving,5,1
using filter year make sure get right size change get nasty make difference well maintained aquarium cant beat amazon price,5,1
work great normalwished packed box would put product plastic bag new book bought time black product great,5,1
using marineland emporer filter fish tank many year nice balance mechanical chemical biological filtration insert includes mechanical chemical aspect via activated carbon work effectively really reasonably priced amazonthe reason give star cartridge includes carbon built dont necessarily mind time time pretty much becomes biological material dont believe myth carbon leach stuff back tank day part dont like want medicate tank cut back filter shake carbon big deal easy medium still sturdy step done rare case sickness break outi use product primarily mechanical filtration often clean reuse insert month filter material sturdy last long timefor excellent product,4,1
penguin biowheels running tank figured id save bit extra cash using walmart brand aquaclear filter penguin since look identical boy mistake may look penguin filter use black diamond activated carbon world different aquaclear really tell water qualityi purchase time best price around,5,1
great price filter much cheaper product retail store,5,1
much cheaper lf bad pulling hob filter due sump upgrade would recommend anyone cant beat especially free prime shipping,5,1
used filter quite time hard find part fortunately filter cartridge sized multiple filter actually dumping carbon trash cut razor blade dump carbon get wet slide purigen pack ithttpwwwamazoncomseachempurigenmldpbavkrefpdsimpetsuppliesthen throw seachem bio matrix mesh baggies throw air bubbler bio matrix youre setin case medium tray,5,1
filter filter job sure else say great price compared local place,5,1
filter exact one sold pet store price half would normally pay best really good job keeping aquarium clean,5,1
bought first box filter petsmart exact thing store half price wish found sooner arrived perfect condition bought store could bought box price paid dollar oh well lesson learned definitely save money purchasing make sure youre completely order ordered halfway box got right time buy soon,5,1
amazing job helping catch ton stuff first day already full stuff problem saw box charcoal residue box put bag filter purchase however big deal would definitely reccomend,5,1
right size clean arrive package unlike sometimes charcoal loose package,5,1
five gallon hex filter selection get length effectiveness depends condition tank number fish keep etc light tank load rinse least one time reuse able rinse two week replace roughly four six week use much beyond make maintenance water change workload point reference partial water change two three time week able keep clear water marineland decent product line trouble filter use conjunction biowheel crucial maintaining healthy condition water con purchase quantity one three wish discount economy pack say ten twelve finding stock local store could hit miss buying amazon keep eye price seen fluctuate able get three pack eight nine dollar get right time ive seen go thing get good price one tank want stock worry reordering get better price,5,1
use gallon tank keep water crystal clear fish healthy work great,5,1
simply put filter work fine expected local pet store recently though may noticed price time amazontip rinse guy first week might buy little time replace needed though charcoal deplete regardless dogo amazon,5,1
problem cartridge rely heavily carbon filtration ok beginner suppose,3,0
filter ok dont pack lot carbon evenly layer rather sparse however ive already bought thing live filter need package filter excellently priced bundle last half year one fish tank,5,1
theyre filter cartridge cheaper theyre sold store almost save buck whats complain,5,1
whats say replacement convenient cartridgeplease note first slows water canclean pure water time extend lifeanother neat idea tank get dirty reallywant get water super clean get old school fiberglass spread put prefilter beforethe filter much filtering capacity thanthe cartridge cotton find fiber glass laboratorysuppliesdont know longer sell filtering,5,1
gallon long saltwater tank penguin biowheel filter gallon use one cartridge add chemipure elite aquarium filter medium oz extra space filter cartridge great job keeping tank clean use cartridge blue start falling rinse solid debris outside,5,1
price product seems good true get twice many filter price three local pet store arrived intact exactly described there truly downside buying tank filter vendor saving lot money,5,1
cartridge expensive local fish store amazon price good value found good alternative original marineland cartridge,5,1
filter used sold petco longer great get amazon need,5,1
available local big box store twice price doubled gallon two power filter use need rinse every week change every two month nice good supply found amazon cutting filter bag open putting new charcoal extend usable life c filter dispose intended,5,1
arrived six filter box individual packaging filter small piece charcoal place inside box stuck mesh side filter falling opened box price seems good deal wonder much charcoal lost filter shipping doubt ill go route simply mess made loose charcoal price wise cheapest way get filter penguin went refillable cartridge washable mesh im going start making filter work even cheaper,3,0
ive found brand fish tank water cleaner one easiest use ive ever owned filter good part reason easy change even filter running great job getting glop wateri wasnt able find pack filter local pet store getting larger supply bonus,5,1
like others saidit get black smudge everything else box got item one box everything blackby time opened everything hand black cartridge work greatno complaint performance price fact make everything else box shipped black coat smudge,4,1
standard filter working fine nearly year keep two filter bio wheel system time sixeight week ill switch dirtier back one front one ill replace new filter help keep needed bacteria medium still changing filter get dirty also face blue filter portion away tank unsure start running tank make sense water travel blue portion first leave behind junk filter black back slit area,5,1
run two pump gallon aquarium charcoal filter job part getting small large particulate tank hope upgrade something better year,4,1
benefit filter cartridge take second change easy drawback see wish would last little longer needing changed function keep putting tank v product defect,4,1
perfect namebrand cartridge aquarium filter discount reorder,5,1
easy use rinse water remove carbon dust initial shipment slide place let job simple,5,1
filter paying lot local petsmarthighly recommend buy amazonit allows change filter much often cost,5,1
best way use hob filter find filter cover water take fluval make one fit add bio compartment thus negating need filter cash cowhttpwwwamazoncomfluvalaedgeprefilterspongedpbllryrefsrieutfqidsrkeywordsfluvalfiltercover,5,1
bought new aquarium good pull examine thing trapped clearly outstanding filter,5,1
excellent guaranteed arrived fast superamazing precione respuestos penguin mini brings six respuestos boxsuper fine place filter penguin need give quick wash second even aquarium water sponge wipe little blue activated charcoal get filter ready easy simple filter take week wash interval timesa tip check detail amazon site buy activated charcoal blue mesh trim mesh box put carbon stone medium small sew easy even save much say respuestos good pricethanks,5,1
local fish store sell generic much higher quality thoseyou cant go wrong filter,5,1
pay petco original marineland filtersnot knock offs first quality better pricemy fishlove lol,5,1
product aquatech price work great filtering colud use little carbon price cant complain recommended,5,1
purchase item far fish tank stand cheaper purchase store recommend anyone buy,5,1
easy change excellent job filtration amazon better price online found store,5,1
use filter biowheel gallon bowfront company make outstanding filter help keep fish healthy tank cleaner year old black ghost knife fish breeding cory cat tank never poor water quality disease thanks part filter wish could get knife fish bigger tank even though cant least great water quality thanks product,4,1
like replacement filter better made better one u get u buy power filter order,5,1
complaint want add extra activated carbon need slit top filter manually add dont need replace fiber much say box way replace old carbon new carbon,5,1
marineland hex gallon tank one betta time filter work beautifully theyre easy installi used put piece cut sponge filter save little money found water would turn cloudy algae would grow much faster water changei replace filter month prefer use filter medium previous use im introducing new filter cut blue top filter place top new filter month issueswill continue buy aquarium,5,1
great filter medium marineland wish theyd offer ability remove carbon offer alternative filter medium didnt include carbon,4,1
keep standby rare chance run diy filter medium carbon much carbon cartridge mechanical filter material pretty thin,3,0
marineland ritesize e cartridge good choice easy change provide good filtering use week normally rinse clean reuse usually get month cartridge watch flow power filter flow start diminish clean replace cartridge,5,1
fit marineland filter requires ritesize c filter cartridge feel though could contain little activated carbon hence star rating option filter us ritesize c,4,1
half price pet cosmart try keep stock never pay pet cosmart price,5,1
